Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Etiqueta de entrega,Entrega compilada:Fecha de entrega,Entrega compilada:Open Contracting ID,compiledRelease/publishedDate,Entrega compilada:Tipo de inicio,Entrega compilada:Comprador:ID de Organización,Entrega compilada:Comprador:Nombre de la Organización,Entrega compilada:Planeación:Presupuesto:Fuente del Presupuesto,Entrega compilada:Licitación:ID de licitación,Entrega compilada:Licitación:Título de la licitación,Entrega compilada:Licitación:Descripción de la licitación,Entrega compilada:Licitación:Entidad contratante:ID de Organización,Entrega compilada:Licitación:Entidad contratante:Nombre de la Organización,compiledRelease/tender/datePublished,Entrega compilada:Licitación:Método de contratación,Entrega compilada:Licitación:Detalles del método de contratación,Entrega compilada:Licitación:Categoría principal de contratación,Entrega compilada:Licitación:Categorías adicionales de contratación,Entrega compilada:Licitación:Valor:Monto,Entrega compilada:Licitación:Valor:Moneda,Entrega compilada:Licitación:Valor:Nombre de Moneda,compiledRelease/tender/value/amount_PEN,Entrega compilada:Licitación:Periodo de licitación:Fecha de inicio,Entrega compilada:Licitación:Periodo de licitación:Fecha de fin,Entrega compilada:Licitación:Número de licitantes,Entrega compilada:Licitación:Información Protegida,Entrega compilada:Segmentación:ID,Entrega compilada:Segmentación:Criterio,Entrega compilada:Planeación:Presupuesto:Monto:Monto,Entrega compilada:Planeación:Presupuesto:Monto:Moneda,Entrega compilada:Planeación:Presupuesto:Monto:Nombre de Moneda,Entrega compilada:Licitación:Periodo de consulta:Fecha de inicio,Entrega compilada:Licitación:Periodo de consulta:Fecha de fin,Entrega compilada:Licitación:Periodo de consulta:Duración (días),Entrega compilada:Planeación:Presupuesto:Título del Proyecto,Entrega compilada:Planeación:Presupuesto:Identificador de proyecto
ocds-dgv273-seacev3-1214602,ocds-dgv273-seacev3-1214602-2026-09-18T10:22:45.164822-05:00,compiled,2026-09-18T10:22:45.164809-05:00,ocds-dgv273-seacev3-1214602,2026-09-18T10:22:45.164828-05:00,tender,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,Fondos Públicos,1214602,RES-PROC-14-2026-JNE-1,SERVICIO DE ALQUILER DE INMUEBLE PARA LA OFICINA DEL JURADO ELECTORAL ESPECIAL DE AREQUIPA EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2026,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,2026-05-14T14:26:00-05:00,open,Regímen Especial,services,services,121000.0,PEN,Soles,121000.0,2026-01-19T00:00:00-05:00,2026-01-19T00:00:00-05:00,1,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,121000.0,PEN,Soles,,,,,
ocds-dgv273-seacev3-1214564,ocds-dgv273-seacev3-1214564-2026-09-18T10:22:44.855252-05:00,compiled,2026-09-18T10:22:44.855237-05:00,ocds-dgv273-seacev3-1214564,2026-09-18T10:22:44.855258-05:00,tender,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,Fondos Públicos,1214564,RES-PROC-9-2026-JNE-1,SERVICIO DE ALQUILER DE INMUEBLE PARA LA OFICINA DEL JURADO ELECTORAL ESPECIAL DE ABANCAY EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2026,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,2026-05-12T17:50:00-05:00,open,Regímen Especial,services,services,110000.0,PEN,Soles,110000.0,2026-01-16T00:00:00-05:00,2026-01-16T00:00:00-05:00,1,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,110000.0,PEN,Soles,,,,,
ocds-dgv273-seacev3-1214556,ocds-dgv273-seacev3-1214556-2026-09-18T10:22:44.715861-05:00,compiled,2026-09-18T10:22:44.715845-05:00,ocds-dgv273-seacev3-1214556,2026-09-18T10:22:44.715867-05:00,tender,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,Fondos Públicos,1214556,RES-PROC-7-2026-JNE-1,SERVICIO DE ALQUILER DE INMUEBLE PARA LA OFICINA DEL JURADO ELECTORAL ESPECIAL DE PIURA EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2026,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,2026-05-12T17:40:00-05:00,open,Regímen Especial,services,services,73700.0,PEN,Soles,73700.0,2026-01-16T00:00:00-05:00,2026-01-16T00:00:00-05:00,1,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,73700.0,PEN,Soles,,,,,
ocds-dgv273-seacev3-1215803,ocds-dgv273-seacev3-1215803-2026-09-18T10:22:44.550471-05:00,compiled,2026-09-18T10:22:44.550458-05:00,ocds-dgv273-seacev3-1215803,2026-09-18T10:22:44.550476-05:00,tender,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,Fondos Públicos,1215803,RES-PROC-23-2026-JNE-1,SERVICIO DE ALQUILER DE INMUEBLE PARA LA OFICINA DEL JURADO ELECTORAL ESPECIAL DE LIMA OESTE 1 ¿ PUEBLO LIBRE EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2026,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,2026-05-15T11:06:00-05:00,open,Regímen Especial,services,services,123880.0,PEN,Soles,123880.0,2026-01-23T00:00:00-05:00,2026-01-23T00:00:00-05:00,1,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,123880.0,PEN,Soles,,,,,
ocds-dgv273-seacev3-1184422,ocds-dgv273-seacev3-1184422-2026-09-18T10:22:43.939430-05:00,compiled,2026-09-18T10:22:43.939417-05:00,ocds-dgv273-seacev3-1184422,2026-09-18T10:22:43.939435-05:00,tender,PE-CONSUCODE-200444,GOBIERNO REGIONAL DE AMAZONAS - UNIDAD EJECUTORA 004 GERENCIA SUB REGIONAL UTCUBAMBA,Fondos Públicos,1184422,LP-SM-1-2026-GSRU/CS-1,"EJECUCIÓN DE LA OBRA: ""MEJORAMIENTO DE LA CAPACIDAD DE LOS SERVICIOS DE LA GERENCIA SUBREGIONAL UTCUBAMBA, UNIDAD EJECUTORA N° 004, DISTRITO DE BAGUA GRANDE, PROVINCIA DE UTCUBAMBA, REGIÓN AMAZONAS - I ETAPA"" CUI N° 2193299",PE-CONSUCODE-200444,GOBIERNO REGIONAL DE AMAZONAS - UNIDAD EJECUTORA 004 GERENCIA SUB REGIONAL UTCUBAMBA,2026-01-08T22:50:00-05:00,open,Licitación Pública,works,works,9332257.29,PEN,Soles,9332257.29,2026-01-08T00:00:00-05:00,2026-01-08T00:00:00-05:00,23,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,9332257.29,PEN,Soles,2026-01-09T00:01:00-05:00,2026-01-19T23:59:00-05:00,10,,
ocds-dgv273-seacev3-1210569,ocds-dgv273-seacev3-1210569-2026-09-18T10:22:33.252107-05:00,compiled,2026-09-18T10:22:33.252093-05:00,ocds-dgv273-seacev3-1210569,2026-09-18T10:22:33.252113-05:00,tender,PE-CONSUCODE-422,MUNICIPALIDAD DISTRITAL DE YURA,Fondos Públicos,1210569,LP-ABR-2-2026-MDY-1,"ADQUISICION DE HOJUELAS DE CEREALES DE AVENA, QUINUA, KIWICHA Y CEBADA PRECOCIDA PARA EL PROGRAMA DE VASO DE LECHE DE LA MUNICIPALIDAD DISTRITAL DE YURA",PE-CONSUCODE-422,MUNICIPALIDAD DISTRITAL DE YURA,2026-01-29T17:50:00-05:00,,Licitación Pública Abreviada,goods,goods,148921.92,PEN,Soles,148921.92,2026-01-29T00:00:00-05:00,2026-01-29T00:00:00-05:00,4,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,174499.19999999998,PEN,Soles,2026-01-30T00:01:00-05:00,2026-02-04T23:59:00-05:00,5,,
ocds-dgv273-seacev3-1190087,ocds-dgv273-seacev3-1190087-2026-09-18T10:22:32.782324-05:00,compiled,2026-09-18T10:22:32.782311-05:00,ocds-dgv273-seacev3-1190087,2026-09-18T10:22:32.782329-05:00,tender,PE-CONSUCODE-797,MUNICIPALIDAD PROVINCIAL DE CHUMBIVILCAS - SANTO TOMAS,Fondos Públicos,1190087,CP-ABR-1-2026-MPCH / C-1,"CONTRATACION DE SERVICIO DE AFIRMADO PARA ¿CREACION DEL CAMINO VECINAL COLLPA CCASIAHUI- QQUEHUAYLLO -CHACCO ORCCONA - YURACCANCHA DEL DISTRITO DE LLUSCO, PROVINCIA DE CHUMBIVILCAS - CUSCO""",PE-CONSUCODE-797,MUNICIPALIDAD PROVINCIAL DE CHUMBIVILCAS - SANTO TOMAS,2026-01-29T18:13:00-05:00,,Concurso Público Abreviado,services,services,1720000.0,PEN,Nuevos Soles,1720000.0,2026-01-29T00:00:00-05:00,2026-01-29T00:00:00-05:00,46,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,5074001.0,PEN,Soles,2026-01-30T00:01:00-05:00,2026-02-03T23:59:00-05:00,4,"CREACION DEL CAMINO VECINAL  COLLPA CCASIAHUI- QQUEHUAYLLO -CHACCO ORCCONA - YURACCANCHA DEL DISTRITO DE LLUSCO, PROVINCIA DE CHUMBIVILCAS - CUSCO",2351975
ocds-dgv273-seacev3-1250936,ocds-dgv273-seacev3-1250936-2026-09-18T10:22:29.321274-05:00,compiled,2026-09-18T10:22:29.321261-05:00,ocds-dgv273-seacev3-1250936,2026-09-18T10:22:29.321279-05:00,tender,PE-CONSUCODE-42,GOBIERNO REGIONAL DE LA LIBERTAD Sede Central,Fondos Privados,1250936,RES-PROC-38-2026-GRLL-CE-EPS-OXI-1,"las ACTIVIDADES DE OPERACIÓN Y MANTENIMIENTO CONTENIDAS EN EL ¿MANUAL DE OPERACIÓN Y MANTENIMIENTO DEL COLEGIO DE ALTO RENDIMIENTO DE LA LIBERTAD¿,",PE-CONSUCODE-42,GOBIERNO REGIONAL DE LA LIBERTAD Sede Central,2026-09-17T11:43:00-05:00,open,Regímen Especial,services,services,185210.22,PEN,Soles,185210.22,2026-01-14T00:00:00-05:00,2026-01-14T00:00:00-05:00,3,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-01-15T08:30:00-05:00,2026-01-21T17:30:00-05:00,6,,
ocds-dgv273-seacev3-1214538,ocds-dgv273-seacev3-1214538-2026-09-18T10:22:23.072758-05:00,compiled,2026-09-18T10:22:23.072745-05:00,ocds-dgv273-seacev3-1214538,2026-09-18T10:22:23.072765-05:00,tender,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,Fondos Públicos,1214538,RES-PROC-3-2026-JNE-1,SERVICIO DE ALQUILER DE INMUEBLE PARA LA OFICINA DEL JURADO ELECTORAL ESPECIAL DE MAYNAS EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2026,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,2026-05-12T17:08:00-05:00,open,Regímen Especial,services,services,71500.0,PEN,Soles,71500.0,2026-01-16T00:00:00-05:00,2026-01-16T00:00:00-05:00,1,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,71500.0,PEN,Soles,,,,,
ocds-dgv273-seacev3-1215580,ocds-dgv273-seacev3-1215580-2026-09-18T10:22:22.933621-05:00,compiled,2026-09-18T10:22:22.933606-05:00,ocds-dgv273-seacev3-1215580,2026-09-18T10:22:22.933626-05:00,tender,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,Fondos Públicos,1215580,RES-PROC-22-2026-JNE-1,SERVICIO DE ALQUILER DE INMUEBLE PARA LA OFICINA DEL JURADO ELECTORAL ESPECIAL DE TRUJILLO EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2026,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,2026-05-14T17:35:00-05:00,open,Regímen Especial,services,services,119533.33,PEN,Soles,119533.33,2026-01-23T00:00:00-05:00,2026-01-23T00:00:00-05:00,1,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,119533.33,PEN,Soles,,,,,
ocds-dgv273-seacev3-1214433,ocds-dgv273-seacev3-1214433-2026-09-18T10:22:22.758755-05:00,compiled,2026-09-18T10:22:22.758742-05:00,ocds-dgv273-seacev3-1214433,2026-09-18T10:22:22.758760-05:00,tender,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,Fondos Públicos,1214433,RES-PROC-1-2026-JNE-1,SERVICIO DE ALQUILER DE INMUEBLE PARA LA OFICINA DEL JURADO ELECTORAL ESPECIAL DE MARISCAL NIETO EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2026,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,2026-05-12T15:53:00-05:00,open,Regímen Especial,services,services,115500.0,PEN,Soles,115500.0,2026-01-16T00:00:00-05:00,2026-01-16T00:00:00-05:00,1,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,,,,,,,,
ocds-dgv273-seacev3-1214371,ocds-dgv273-seacev3-1214371-2026-09-18T10:22:22.592549-05:00,compiled,2026-09-18T10:22:22.592535-05:00,ocds-dgv273-seacev3-1214371,2026-09-18T10:22:22.592554-05:00,tender,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,Fondos Públicos,1214371,RES-PROC-10-2026-JNE-1,SERVICIO DE ALQUILER DE INMUEBLE PARA LA OFICINA DEL JURADO ELECTORAL ESPECIAL DE CAJAMARCA EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2026,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,2026-05-12T17:52:00-05:00,open,Regímen Especial,services,services,99000.0,PEN,Soles,99000.0,2026-01-16T00:00:00-05:00,2026-01-16T00:00:00-05:00,1,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,99000.0,PEN,Soles,,,,,
ocds-dgv273-seacev3-1215478,ocds-dgv273-seacev3-1215478-2026-09-18T10:22:22.248989-05:00,compiled,2026-09-18T10:22:22.248975-05:00,ocds-dgv273-seacev3-1215478,2026-09-18T10:22:22.248995-05:00,tender,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,Fondos Públicos,1215478,RES-PROC-19-2026-JNE-1,SERVICIO DE ALQUILER DE INMUEBLE PARA LA OFICINA DEL JURADO ELECTORAL ESPECIAL DE HUANUCO EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2026,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,2026-05-14T15:34:00-05:00,open,Regímen Especial,services,services,112200.0,PEN,Soles,112200.0,2026-01-20T00:00:00-05:00,2026-01-20T00:00:00-05:00,1,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,112200.0,PEN,Soles,,,,,
ocds-dgv273-seacev3-2026-1545-1,ocds-dgv273-seacev3-2026-1545-1-2026-09-18T10:22:21.672582-05:00,compiled,2026-09-18T10:22:21.672569-05:00,ocds-dgv273-seacev3-2026-1545-1,2026-09-18T10:22:21.672588-05:00,tender,PE-CONSUCODE-1545,MUNICIPALIDAD DISTRITAL DE ICHUÑA,Fondos Públicos,1184738,LP-ABR-4-2025-MDI/CS-1,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICION SANITARIA DE EXCRETAS EN LA LOCALIDAD DE HUAYCHUNI DEL DISTRITO DE ICHUÑA DE LA PROVINCIA GENERAL SANCHEZ CERRO DEL DEPARTAMENTO DE MOQUEGUA, CON CUI N 2667440",PE-CONSUCODE-1545,MUNICIPALIDAD DISTRITAL DE ICHUÑA,2026-01-16T14:06:00-05:00,,Licitación Pública Abreviada,works,works,1405289.91,PEN,Soles,1405289.91,2026-01-16T00:00:00-05:00,2026-01-16T00:00:00-05:00,14,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,1405289.91,PEN,Soles,2026-01-17T00:01:00-05:00,2026-01-27T23:59:00-05:00,10,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN LA LOCALIDAD DE HUAYCHUNI DEL   DISTRITO DE ICHUÑA DE LA PROVINCIA DE GENERAL SANCHEZ CERRO DEL DEPARTAMENTO DE MOQUEGUA,2667440
ocds-dgv273-seacev3-2026-422-15,ocds-dgv273-seacev3-2026-422-15-2026-09-18T10:22:21.375500-05:00,compiled,2026-09-18T10:22:21.375485-05:00,ocds-dgv273-seacev3-2026-422-15,2026-09-18T10:22:21.375506-05:00,tender,PE-CONSUCODE-422,MUNICIPALIDAD DISTRITAL DE YURA,Fondos Públicos,1185700,LP-ABR-1-2026-MDY-1,ADQUISICION DE LECHE EVAPORADA PARA ATENDER A 996 BENEFICIARIOS DEL PROGRAMA DE VASO DE LECHE DE LA MUNICIPALIDAD DISTRITAL DE YURA,PE-CONSUCODE-422,MUNICIPALIDAD DISTRITAL DE YURA,2026-01-29T14:45:00-05:00,,Licitación Pública Abreviada,goods,goods,200793.6,PEN,Soles,200793.6,2026-01-29T00:00:00-05:00,2026-01-29T00:00:00-05:00,5,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,200793.6,PEN,Soles,2026-01-30T00:01:00-05:00,2026-02-04T23:59:00-05:00,5,,
ocds-dgv273-seacev3-1214402,ocds-dgv273-seacev3-1214402-2026-09-18T10:22:10.761653-05:00,compiled,2026-09-18T10:22:10.761640-05:00,ocds-dgv273-seacev3-1214402,2026-09-18T10:22:10.761658-05:00,tender,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,Fondos Públicos,1214402,RES-PROC-4-2026-JNE-1,SERVICIO DE ALQUILER DE INMUEBLE PARA LA OFICINA DEL JURADO ELECTORAL ESPECIAL DE HUANCAYO EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2026,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,2026-05-12T17:09:00-05:00,open,Regímen Especial,services,services,121000.0,PEN,Soles,121000.0,2026-01-16T00:00:00-05:00,2026-01-16T00:00:00-05:00,1,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,121000.0,PEN,Soles,,,,,
ocds-dgv273-seacev3-1214419,ocds-dgv273-seacev3-1214419-2026-09-18T10:22:10.642971-05:00,compiled,2026-09-18T10:22:10.642958-05:00,ocds-dgv273-seacev3-1214419,2026-09-18T10:22:10.642976-05:00,tender,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,Fondos Públicos,1214419,RES-PROC-20-2026-JNE-1,SERVICIO DE ALQUILER DE INMUEBLE PARA LA OFICINA DEL JURADO ELECTORAL ESPECIAL DE PASCO EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2026,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,2026-05-14T16:38:00-05:00,open,Regímen Especial,services,services,84700.0,PEN,Soles,84700.0,2026-01-20T00:00:00-05:00,2026-01-20T00:00:00-05:00,1,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,84700.0,PEN,Soles,,,,,
ocds-dgv273-seacev3-1184613,ocds-dgv273-seacev3-1184613-2026-09-17T10:19:21.455014-05:00,compiled,2026-09-17T10:19:21.455001-05:00,ocds-dgv273-seacev3-1184613,2026-09-17T10:19:21.455020-05:00,tender,PE-CONSUCODE-1456,MUNICIPALIDAD DISTRITAL DE PUTINZA,Fondos Públicos,1184613,LP-ABR-1-2026-MDP/CS-1,"CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA: ¿MEJORAMIENTO DEL SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO EN LAS LOCALIDADES DE PUTINZA, DISTRITO DE PUTINZA DE LA PROVINCIA DE YAUYOS DEL DEPARTAMENTO DE LIMA",PE-CONSUCODE-1456,MUNICIPALIDAD DISTRITAL DE PUTINZA,2026-01-14T22:22:00-05:00,,Licitación Pública Abreviada,works,works,12183169.35,PEN,Soles,12183169.35,2026-01-14T00:00:00-05:00,2026-01-14T00:00:00-05:00,28,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,12183169.35,PEN,Soles,2026-01-15T00:01:00-05:00,2026-01-19T23:59:00-05:00,4,"MEJORAMIENTO DEL SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO EN LAS LOCALIDALIDADES DE PUTINZA ,    DISTRITO DE PUTINZA DE LA PROVINCIA DE YAUYOS DEL DEPARTAMENTO DE LIMA",2656197
ocds-dgv273-seacev3-1184703,ocds-dgv273-seacev3-1184703-2026-09-17T10:19:21.082535-05:00,compiled,2026-09-17T10:19:21.082522-05:00,ocds-dgv273-seacev3-1184703,2026-09-17T10:19:21.082541-05:00,tender,PE-CONSUCODE-920,MUNICIPALIDAD DISTRITAL DE SURCUBAMBA,Fondos Públicos,1184703,CP-ABR-1-2026-MDS/CS-1,"SUPERVISION DE LA OBRA ¿CREACION DEL SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO EN LAS LOCALIDADES DE IBILLA, CHAUPILOMA, UNCA HUAYCCO, CHILCAPAMPA, CHAMANAPAMPA, CCOCHAPATA, CHAUPILOMA, TIPINAYOC DEL DISTRITO DE SURCUBAMBA DE LA PROVINCIA DE TAYACAJA DEL DEPARTAMENTO DE HUANCAVELICA¿ CON CUI N° 26694",PE-CONSUCODE-920,MUNICIPALIDAD DISTRITAL DE SURCUBAMBA,2026-01-16T17:18:00-05:00,,Concurso Público Abreviado,services,services,180156.85,PEN,Soles,180156.85,2026-01-16T00:00:00-05:00,2026-01-16T00:00:00-05:00,7,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,180156.85,PEN,Soles,2026-01-17T00:01:00-05:00,2026-01-21T23:59:00-05:00,4,"CREACION DEL SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO EN LAS LOCALIDADES DE IBILLA, CHAUPILOMA, UNCA HUAYCCO, CHILCAPAMPA, CHAMANAPAMPA, CCOCHAPATA, CHAUPILOMA, TIPINAYOC DEL   DISTRITO DE SURCUBAMBA DE LA PROVINCIA DE TAYACAJA DEL DEPARTAMENTO DE HUANCAVELICA",2669441
ocds-dgv273-seacev3-1184475,ocds-dgv273-seacev3-1184475-2026-09-17T10:19:20.959120-05:00,compiled,2026-09-17T10:19:20.959106-05:00,ocds-dgv273-seacev3-1184475,2026-09-17T10:19:20.959125-05:00,tender,PE-CONSUCODE-421,MUNICIPALIDAD DISTRITAL DE YARABAMBA,Fondos Públicos,1184475,DIRECTA-DIRECTA-12-2025-MDY-1,SUPERVISIÓN Y LIQUIDACIÓN DEL SALDO DE OBRA: MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE SIEMBRA Y COSECHA DE AGUA EN EL ANEXO DE QUICHINIHUAYA DEL DISTRITO DE YARABAMBA DE LA PROVINCIA DE AREQUIPA DEL DEPARTAMENTO DE AREQUIPA,PE-CONSUCODE-421,MUNICIPALIDAD DISTRITAL DE YARABAMBA,2026-01-13T14:53:00-05:00,direct,Contratación Directa,services,services,1151573.3,PEN,Soles,1151573.3,,,1,False,2026-01,añoPublicacionProceso;mesPublicacionProceso,1151573.3,PEN,Soles,,,,,
ocds-dgv273-seacev3-1185159,ocds-dgv273-seacev3-1185159-2026-09-17T10:19:09.849016-05:00,compiled,2026-09-17T10:19:09.849003-05:00,ocds-dgv273-seacev3-1185159,2026-09-17T10:19:09.849022-05:00,tender,PE-CONSUCODE-1713,MUNICIPALIDAD PROVINCIAL DE MELGAR - AYAVIRI,Fondos Públicos,1185159,LP-SM-1-2026-MPM-A-1,"CONTRATACIÓN PARA LA EJECUCIÓN DE SALDO DE OBRA: ""INSTALACION DE SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE Y LETRINAS EN LAS COMUNIDADES DE CHOQUESANI, COLQUEMARCA, CACHUYO SOLLOCOTAÑA Y SECTORES ALEDAÑAS DEL DISTRITO DE ORURILLO, PROVINCIA DE MELGAR ¿ PUNO"", con CUI 2158238",PE-CONSUCODE-1713,MUNICIPALIDAD PROVINCIAL DE MELGAR - AYAVIRI,2026-01-22T23:55:00-05:00,open,Licitación Pública,works,works,7202270.55,PEN,Soles,7202270.55,2026-01-22T00:00:00-05:00,2026-01-22T00:00:00-05:00,19,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,7202270.55,PEN,Soles,2026-01-23T00:01:00-05:00,2026-02-02T23:59:00-05:00,10,"INSTALACION DE  SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE Y LETRINAS   EN LAS  COMUNIDADES  DE  CHOQUESANI, COLQUEMARCA, CACHUYO SOLLOCOTAÑA Y  SECTORES ALEDAÑAS DEL  DISTRITO DE ORURILLO ,, PROVINCIA DE MELGAR - PUNO",2158238
ocds-dgv273-seacev3-2026-10352-1,ocds-dgv273-seacev3-2026-10352-1-2026-09-16T10:18:59.300666-05:00,compiled,2026-09-16T10:18:59.300653-05:00,ocds-dgv273-seacev3-2026-10352-1,2026-09-16T10:18:59.300672-05:00,tender,PE-CONSUCODE-10352,GOBIERNO REGIONAL DE PIURA - PROYECTO ESPECIAL CHIRA PIURA,Fondos Públicos,1185175,SIE-SIE-4-2025-GRP-PECHP-40600-2,"ADQUISICIÓN DE COMBUSTIBLE DIESEL B5 S-50 PARA EL ABASTECIMIENTO DE MAQUINARIA PESADA EN EL PLAN DE ACTIVIDADES DE LIMPIEZA, DESBROCE Y DESCOLMATACIÓN DEL DREN SECHURA DESDE EL KM 0+000 HASTA EL KM 57+284.22",PE-CONSUCODE-10352,GOBIERNO REGIONAL DE PIURA - PROYECTO ESPECIAL CHIRA PIURA,2026-01-23T12:45:00-05:00,open,Subasta Inversa Electrónica,goods,goods,472019.43,PEN,Soles,472019.43,2026-01-23T00:00:00-05:00,2026-01-23T00:00:00-05:00,7,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,1416058.23,PEN,Soles,,,,,
ocds-dgv273-seacev3-1184897,ocds-dgv273-seacev3-1184897-2026-09-13T12:05:37.258337-05:00,compiled,2026-09-13T12:05:37.258325-05:00,ocds-dgv273-seacev3-1184897,2026-09-13T12:05:37.258343-05:00,tender,PE-CONSUCODE-200405,MUNICIPALIDAD DISTRITAL CONSTITUCION - PASCO,Fondos Públicos,1184897,LP-ABR-1-2026-LPA-MDC-C-1,CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA: ¿CREACIÓN DE LOS SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES EN LA EDIFICACIÓN DE LA MUNICIPALIDAD DEL   DISTRITO DE CONSTITUCIÓN DE LA PROVINCIA DE OXAPAMPA DEL DEPARTAMENTO DE PASCO CUI N° 2595200¿,PE-CONSUCODE-200405,MUNICIPALIDAD DISTRITAL CONSTITUCION - PASCO,2026-01-20T20:54:00-05:00,,Licitación Pública Abreviada,works,works,3680971.55,PEN,Soles,3680971.55,2026-01-20T00:00:00-05:00,2026-01-20T00:00:00-05:00,8,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,3680971.55,PEN,Soles,2026-01-21T00:01:00-05:00,2026-01-23T23:59:00-05:00,2,CREACION DE LOS SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES EN LA EDIFICACIÓN DE LA MUNICIPALIDAD DEL   DISTRITO DE CONSTITUCION DE LA PROVINCIA DE OXAPAMPA DEL DEPARTAMENTO DE PASCO,2595200
